accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,auc,attribute,model,version,seed,fold,best_params
0.9908637873754153,0.9854832751853229,0.9907830429905709,0.99435318275154,0.9771784232365146,0.998668579775339,time_of_day,LogisticRegression,base,123,4,
0.9883720930232558,0.9814344876200547,0.9882401277030862,0.9928352098259979,0.970954356846473,0.9983755811498474,time_of_day,LogisticRegression,tuned,42,4,{'clf__C': 0.1}
0.9908637873754153,0.9854832751853229,0.9907830429905709,0.99435318275154,0.9771784232365146,0.998668579775339,time_of_day,LogisticRegression,tuned,7,4,{'clf__C': 1.0}
0.9883720930232558,0.9814344876200547,0.9882401277030862,0.9928352098259979,0.970954356846473,0.9983755811498474,time_of_day,LogisticRegression,tuned,123,4,{'clf__C': 0.1}
0.9617940199335548,0.9355844204179615,0.9602241741292356,0.9772051536174431,0.9045643153526971,0.9994829436020733,time_of_day,SVM_RBF,base,42,4,
0.9617940199335548,0.9355844204179615,0.9602241741292356,0.9772051536174431,0.9045643153526971,0.9994829436020733,time_of_day,SVM_RBF,base,7,4,
0.9617940199335548,0.9355844204179615,0.9602241741292356,0.9772051536174431,0.9045643153526971,0.9994829436020733,time_of_day,SVM_RBF,base,123,4,
0.9617940199335548,0.9355844204179615,0.9602241741292356,0.9772051536174431,0.9045643153526971,0.9994829436020733,time_of_day,SVM_RBF,tuned,42,4,"{'clf__C': 1.0, 'clf__gamma': 'scale'}"
0.9617940199335548,0.9355844204179615,0.9602241741292356,0.9772051536174431,0.9045643153526971,0.9994829436020733,time_of_day,SVM_RBF,tuned,7,4,"{'clf__C': 1.0, 'clf__gamma': 'scale'}"
0.9617940199335548,0.9355844204179615,0.9602241741292356,0.9772051536174431,0.9045643153526971,0.9994829436020733,time_of_day,SVM_RBF,tuned,123,4,"{'clf__C': 1.0, 'clf__gamma': 'scale'}"
0.9543189368770764,0.9217153118560752,0.9520110869721149,0.9729862475442044,0.8858921161825726,0.9986276461438365,time_of_day,RandomForest,base,42,4,
0.9543189368770764,0.9217153118560752,0.9520110869721149,0.9729862475442044,0.8858921161825726,0.9976409301844599,time_of_day,RandomForest,base,7,4,
0.9534883720930233,0.9201451561707954,0.951088346268287,0.97252208047105,0.8838174273858921,0.9977529590706773,time_of_day,RandomForest,base,123,4,
0.9543189368770764,0.9217153118560752,0.9520110869721149,0.9729862475442044,0.8858921161825726,0.9986276461438365,time_of_day,RandomForest,tuned,42,4,"{'max_depth': None, 'min_samples_split': 2}"
0.9543189368770764,0.9217153118560752,0.9520110869721149,0.9729862475442044,0.8858921161825726,0.9951698314827022,time_of_day,RandomForest,tuned,7,4,"{'max_depth': None, 'min_samples_split': 10}"
0.9534883720930233,0.9201451561707954,0.951088346268287,0.97252208047105,0.8838174273858921,0.9977529590706773,time_of_day,RandomForest,tuned,123,4,"{'max_depth': None, 'min_samples_split': 2}"
0.9759136212624585,0.9605742901825285,0.9753212902354039,0.985383064516129,0.9398340248962656,0.9991640921566853,time_of_day,XGBoost,base,42,4,
0.9759136212624585,0.9605742901825285,0.9753212902354039,0.985383064516129,0.9398340248962656,0.9991640921566853,time_of_day,XGBoost,base,7,4,
0.9759136212624585,0.9605742901825285,0.9753212902354039,0.985383064516129,0.9398340248962656,0.9991640921566853,time_of_day,XGBoost,base,123,4,
0.9817275747508306,0.9704401392732792,0.9813938064974621,0.9888324873096447,0.954356846473029,0.9989658872041467,time_of_day,XGBoost,tuned,42,4,"{'learning_rate': 0.05, 'max_depth': 3}"
0.9800664451827242,0.9676452804837083,0.9796668366669382,0.9878419452887538,0.950207468879668,0.9989184903676701,time_of_day,XGBoost,tuned,7,4,"{'learning_rate': 0.2, 'max_depth': 3}"
0.9817275747508306,0.9704401392732792,0.9813938064974621,0.9888324873096447,0.954356846473029,0.9989658872041467,time_of_day,XGBoost,tuned,123,4,"{'learning_rate': 0.05, 'max_depth': 3}"
0.9593023255813954,0.9312605228049938,0.9575884572712643,0.9736603041747474,0.8998957269597515,0.9939375137343105,time_of_day,MLP,base,42,4,
0.9875415282392026,0.9801405556025955,0.9874106266823646,0.9906348863963186,0.9704351460468884,0.9908481017566991,time_of_day,MLP,base,7,4,
0.9518272425249169,0.9230857344259407,0.9512805290556429,0.9331181040585448,0.9138885657286402,0.9775166642968248,time_of_day,MLP,base,123,4,
0.9593023255813954,0.9312605228049938,0.9575884572712643,0.9736603041747474,0.8998957269597515,0.9939375137343105,time_of_day,MLP,tuned,42,4,"{'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (128,)}"
